Tiempo,GiroX,GiroY,GiroZ,KalmanGiroX,GiroXAngle,GiroYAngle,Roll,Pitch,KalmanRoll
152.97,-44.63,-1.11,-0.27,-42.05,152.27,-170.82,94.51,16.05,93.87
153.05,-44.5,-0.92,-0.05,-41.86,148.9,-170.89,89.58,43.24,90.57
153.13,-41.47,-0.82,-0.08,-38.92,145.77,-170.95,86.04,22.1,87.44
153.2,-44.47,-1.21,-0.27,-42.06,142.41,-171.05,82.88,14.29,84.1
153.28,-45.34,-0.36,-0.33,-43.04,138.99,-171.07,79.05,4.86,80.64
153.35,-46.39,-0.76,-0.27,-44.24,135.53,-171.13,76.54,4.89,77.25
153.43,-47.03,-1.2,-0.3,-44.95,132.03,-171.22,72.78,4.34,73.77
153.5,-47.73,-0.12,-0.27,-45.73,128.48,-171.23,67.93,3.34,70.08
153.57,-47.7,-0.53,-0.31,-45.91,124.92,-171.27,65.19,4.13,66.49
153.65,-43.86,-0.8,-0.41,-42.19,121.66,-171.33,59.07,3.65,62.85
153.72,-42.63,-0.54,-0.16,-41.31,118.48,-171.37,57.59,2.98,59.52
153.8,-45.08,-0.41,-0.38,-43.93,115.13,-171.4,53.77,1.91,55.96
153.87,-44.73,-0.43,-0.24,-43.78,111.8,-171.43,50.41,2.63,52.43
153.95,-46.33,-0.26,-0.18,-45.57,108.34,-171.45,45.68,1.8,48.64
154.02,-45.76,-0.19,-0.04,-45.26,104.94,-171.46,44.26,2.38,45.15
154.1,-48.95,-0.64,-0.11,-48.54,101.29,-171.51,41.98,1.88,41.59
154.17,-51.02,-0.44,-0.11,-50.57,97.5,-171.54,37.39,1.0,37.78
154.24,-46.13,-0.69,-0.37,-45.72,94.11,-171.59,32.73,2.07,34.22
154.32,-43.53,-0.64,-0.32,-43.26,90.92,-171.64,30.45,1.46,30.98
154.39,-46.52,-0.66,-0.54,-46.3,87.5,-171.69,25.94,1.69,27.39
154.46,-44.18,-0.69,-0.28,-44.09,84.26,-171.74,22.61,1.58,23.98
154.54,-45.25,-0.6,-0.64,-45.29,80.94,-171.78,15.88,1.25,20.1
154.61,-44.31,-0.85,-1.14,-44.73,77.69,-171.85,13.16,1.17,16.4
154.68,-45.76,-0.55,-0.18,-46.47,74.33,-171.89,10.28,1.64,12.67
154.76,-46.01,-0.34,0.03,-46.94,70.96,-171.91,5.99,1.48,8.85
154.83,-47.08,-0.69,-0.4,-48.27,67.66,-171.96,5.14,1.78,5.43
154.9,-44.43,-0.61,-0.36,-45.65,64.5,-172.0,1.23,1.55,2.07
154.97,-45.92,-0.72,-0.53,-47.22,61.23,-172.05,-3.8,1.74,-1.58
155.04,-45.03,-0.63,-0.74,-46.53,57.93,-172.1,-7.66,1.8,-5.29
155.12,-46.09,-0.63,-0.44,-47.81,54.55,-172.15,-10.42,1.62,-8.98
155.19,-45.68,-0.72,-0.18,-47.52,51.15,-172.2,-13.68,1.86,-12.65
155.27,-40.78,-0.44,-0.15,-42.72,48.07,-172.23,-18.03,1.3,-16.12
155.34,-43.67,-0.66,-0.02,-45.78,44.78,-172.28,-20.56,1.86,-19.69
155.42,-45.98,-1.01,0.77,-48.17,41.31,-172.36,-24.42,1.43,-23.45
155.49,-46.44,-0.97,0.18,-48.72,37.85,-172.43,-26.87,2.25,-27.06
155.57,-46.08,-0.81,-0.41,-48.35,34.42,-172.49,-30.79,2.0,-30.67
155.64,-43.37,-0.4,-0.93,-45.64,31.15,-172.52,-35.24,1.92,-34.24
155.72,-44.27,-0.41,-0.44,-46.63,27.81,-172.55,-39.49,2.63,-37.97
155.79,-44.98,-0.57,-0.28,-47.48,24.42,-172.6,-43.37,2.23,-41.76
155.87,-42.76,-0.28,-0.47,-45.41,21.19,-172.62,-47.38,3.15,-45.44
155.94,-42.5,-0.19,-0.44,-45.33,17.98,-172.63,-50.43,3.62,-49.05
156.02,-43.34,-0.65,-0.28,-46.3,14.71,-172.68,-53.9,3.05,-52.7
156.1,-43.85,-0.82,-0.11,-46.93,11.4,-172.74,-57.93,3.54,-56.44
156.17,-45.68,-1.21,0.23,-48.89,7.96,-172.83,-61.08,4.42,-60.24
156.24,-45.18,-0.49,-0.38,-48.47,4.64,-172.87,-65.22,5.15,-63.96
156.32,-46.79,-1.55,0.21,-50.19,1.16,-172.99,-68.94,5.15,-67.84
156.39,-44.14,-0.81,0.04,-47.64,-2.07,-173.04,-72.69,8.73,-71.49
156.47,-42.56,-0.82,-0.1,-46.18,-5.24,-173.11,-74.02,7.28,-74.82
156.54,-45.45,-1.09,-0.02,-48.99,-8.67,-173.19,-77.83,8.98,-78.44
156.62,-44.68,-1.73,-0.09,-48.16,-12.04,-173.32,-82.35,16.77,-82.1
156.69,-42.56,-0.39,-0.33,-46.07,-15.34,-173.35,-83.97,16.86,-85.48
156.77,-45.34,-0.78,-0.16,-48.71,-18.86,-173.41,-88.84,41.47,-89.21
156.85,-44.12,-0.73,-0.27,-47.46,-22.29,-173.47,-92.79,33.45,-92.88
156.93,-44.69,-0.31,-0.25,-48.01,-25.76,-173.49,-96.73,17.58,-96.62
157.01,-44.64,-0.66,-0.29,-47.98,-29.22,-173.54,-100.16,10.71,-100.33
157.09,-43.61,-0.82,-0.13,-46.93,-32.7,-173.61,-105.59,7.69,-104.25
157.16,-45.84,0.4,-0.23,-49.29,-36.31,-173.57,-106.78,5.7,-107.97
157.24,-44.1,-1.05,-0.4,-47.43,-39.74,-173.66,-109.23,7.86,-111.36
157.32,-43.7,-1.05,-0.45,-46.83,-43.18,-173.74,-111.84,5.04,-114.67
157.4,-44.69,-0.62,-0.37,-47.56,-46.69,-173.79,-117.55,3.67,-118.31
157.48,-41.94,-0.19,-0.15,-44.73,-49.99,-173.8,-120.04,4.3,-121.61
157.56,-45.36,-0.61,-0.31,-48.01,-53.56,-173.85,-122.52,3.3,-125.04
157.64,-42.85,-0.22,-0.21,-45.26,-56.94,-173.87,-126.66,2.91,-128.37
157.71,-45.71,-0.15,-0.27,-47.96,-60.53,-173.88,-129.2,3.17,-131.79
157.79,-46.42,-0.75,-0.4,-48.42,-64.19,-173.94,-132.69,3.17,-135.25
157.87,-42.18,-0.53,-0.08,-43.94,-67.51,-173.98,-137.93,2.78,-138.62
157.95,-45.27,-0.56,-0.04,-46.96,-71.07,-174.02,-139.9,2.45,-142.02
158.03,-42.11,-0.56,-0.01,-43.6,-74.38,-174.07,-145.03,2.24,-145.4
158.11,-46.05,-0.94,-0.11,-47.51,-78.01,-174.14,-148.83,2.03,-149.1
158.19,-46.41,-0.92,-0.53,-47.85,-81.66,-174.22,-150.55,2.56,-152.59
158.27,-43.36,0.21,1.0,-44.6,-85.07,-174.2,-153.46,2.0,-155.78
158.34,-46.95,-0.76,-0.76,-47.98,-88.67,-174.26,-155.81,1.67,-159.02
158.42,-42.87,-0.77,-0.04,-43.59,-92.04,-174.32,-161.55,2.02,-162.34
158.5,-45.4,-0.63,-0.62,-46.04,-95.62,-174.37,-163.51,1.63,-165.67
158.58,-44.31,-0.68,-0.59,-44.76,-99.1,-174.42,-168.84,1.83,-169.15
158.66,-43.37,-0.45,0.05,-43.78,-102.52,-174.46,-171.4,1.51,-172.45
158.74,-46.14,-0.38,0.25,-46.45,-106.15,-174.49,-175.05,1.41,-175.98
158.81,-44.34,-0.3,0.47,-44.56,-109.64,-174.51,-177.81,1.44,-179.29
158.89,-44.52,-0.57,0.42,-44.61,-113.15,-174.55,-179.61,1.24,-182.42
158.97,-44.78,-0.59,-0.63,-44.6,-116.68,-174.6,176.2,1.46,174.33
159.05,-46.6,-0.51,-0.73,-46.24,-120.3,-174.64,172.82,1.74,170.99
159.13,-47.11,-0.73,-0.69,-46.59,-123.96,-174.7,168.23,1.66,167.47
159.21,-44.04,-0.7,0.19,-43.44,-127.38,-174.75,164.47,1.83,164.14
159.28,-46.55,-0.75,-0.05,-45.92,-130.95,-174.81,160.79,1.78,160.64
159.36,-45.8,-1.05,0.55,-45.16,-134.51,-174.89,158.42,1.19,157.29
159.44,-45.49,-0.93,0.46,-44.74,-138.0,-174.96,153.56,1.69,153.82
159.51,-46.08,-0.71,0.09,-45.35,-141.53,-175.02,154.33,1.68,150.82
159.59,-44.2,-0.85,0.16,-43.14,-144.91,-175.08,148.3,1.69,147.61
159.67,-45.33,-0.9,0.07,-44.21,-148.39,-175.15,146.61,1.31,144.51
159.74,-46.94,-0.53,-0.34,-45.62,-151.99,-175.19,143.66,1.58,141.32
159.82,-42.61,-0.25,-0.47,-41.08,-155.3,-175.21,138.62,1.63,138.19
159.9,-45.8,-0.51,-0.49,-44.23,-158.85,-175.25,135.7,1.57,134.87
159.98,-43.6,-0.47,-0.34,-41.95,-162.24,-175.29,131.38,2.29,131.58
160.05,-46.44,-0.4,-0.49,-44.81,-165.85,-175.32,128.56,2.06,128.16
160.13,-46.53,-1.05,-0.14,-44.85,-169.47,-175.4,124.82,2.5,124.69
160.21,-43.08,-0.65,-0.24,-41.4,-172.81,-175.45,118.59,1.63,121.13
160.29,-46.32,-1.16,0.02,-44.88,-176.41,-175.54,117.19,2.87,117.59
160.36,-44.92,-0.41,-0.22,-43.51,-179.85,-175.57,115.64,2.91,114.42
160.44,-46.85,-1.2,-0.01,-45.33,176.51,-175.67,110.01,2.76,110.79
160.52,-46.05,-0.98,0.15,-44.6,172.98,-175.74,108.7,3.75,107.53
160.59,-45.04,-0.95,-0.24,-43.48,169.57,-175.81,103.81,6.08,104.19
160.67,-48.31,-1.11,-0.26,-46.79,165.87,-175.9,100.86,6.95,100.64
160.75,-45.92,-1.29,-0.15,-44.38,162.35,-176.0,96.88,9.95,97.19
160.82,-46.21,-1.27,-0.28,-44.69,158.91,-176.09,94.33,19.26,93.92
160.9,-45.56,-0.67,-0.37,-44.01,155.46,-176.14,89.4,42.66,90.45
160.97,-41.19,-0.82,-0.18,-39.74,152.35,-176.2,87.02,23.26,87.4
161.05,-45.44,-0.77,-0.47,-44.02,148.92,-176.26,82.73,12.29,83.91
161.12,-45.94,-0.51,-0.41,-44.63,145.45,-176.3,80.43,7.26,80.53
161.2,-41.42,-0.79,-0.32,-40.12,142.36,-176.36,76.15,6.17,77.38
161.27,-45.36,-0.6,-0.5,-44.17,138.98,-176.4,71.68,3.34,73.8
161.35,-46.45,0.05,-0.24,-45.46,135.52,-176.4,69.45,3.74,70.3
161.42,-48.57,0.16,-0.12,-47.66,131.96,-176.39,66.93,2.77,66.82
161.49,-44.92,0.08,0.18,-43.99,128.66,-176.38,63.34,3.39,63.56
161.57,-42.43,-0.96,-0.54,-41.52,125.59,-176.45,58.82,2.76,60.35
161.64,-43.75,-1.14,-0.76,-42.99,122.33,-176.54,55.93,2.26,57.01
161.72,-45.6,-0.95,-0.53,-44.93,118.94,-176.61,52.37,2.58,53.51
161.79,-44.55,-0.81,-0.28,-43.99,115.62,-176.67,48.27,1.64,50.01
161.87,-46.26,-0.57,-0.44,-45.86,112.18,-176.71,43.15,1.84,46.19
161.94,-45.84,-0.02,-0.11,-45.72,108.76,-176.71,40.78,1.52,42.56
162.01,-48.08,-0.11,-0.3,-48.12,105.18,-176.72,38.44,2.3,38.91
162.09,-47.28,-0.33,-0.28,-47.37,101.66,-176.74,33.29,1.73,35.14
162.16,-40.14,-0.67,-0.5,-40.39,98.68,-176.79,29.56,1.14,31.84
162.24,-43.84,-0.42,-0.21,-44.3,95.46,-176.83,26.97,1.5,28.4
162.31,-44.06,-0.26,0.0,-44.66,92.23,-176.84,22.77,1.73,24.85
162.38,-47.21,-0.15,0.18,-48.0,88.81,-176.86,19.94,1.69,21.21
162.45,-47.94,-0.83,-0.11,-48.84,85.35,-176.92,18.06,1.12,17.72
162.53,-44.4,-0.95,-0.95,-45.27,82.09,-176.98,14.12,1.5,14.37
162.6,-43.63,-0.63,-0.59,-44.53,78.89,-177.03,9.15,1.2,10.88
162.67,-44.89,-0.48,-0.66,-45.94,75.64,-177.07,5.05,1.81,7.27
162.75,-45.43,-0.56,-0.15,-46.68,72.41,-177.11,1.37,2.0,3.65
162.82,-49.69,-0.6,-0.08,-51.15,68.87,-177.15,-0.29,1.57,-0.03
162.89,-47.5,-0.76,-0.51,-48.99,65.39,-177.2,-4.28,1.42,-3.69
162.96,-43.16,-0.58,-0.35,-44.7,62.23,-177.25,-8.45,1.63,-7.14
163.04,-45.48,-0.71,-0.25,-47.14,58.9,-177.3,-12.0,1.69,-10.75
163.11,-44.49,-0.85,-0.38,-46.26,55.54,-177.36,-15.52,1.54,-14.39
163.19,-39.85,-0.34,-0.9,-41.73,52.53,-177.39,-18.88,1.81,-17.7
163.26,-44.11,-0.67,-0.86,-46.09,49.2,-177.44,-23.56,1.87,-21.45
163.34,-45.18,-0.54,-0.63,-47.36,45.79,-177.48,-26.99,2.28,-25.25
163.41,-47.15,-0.8,-0.16,-49.48,42.23,-177.54,-32.24,1.78,-29.37
163.49,-45.66,-0.11,-0.63,-48.26,38.79,-177.55,-35.99,2.03,-33.36
163.56,-44.46,-0.11,-0.82,-47.3,35.43,-177.56,-37.55,2.12,-37.0
163.64,-45.56,-0.33,-0.45,-48.46,31.99,-177.58,-40.15,2.43,-40.6
163.72,-44.98,-0.85,-0.07,-47.83,28.6,-177.64,-43.86,2.85,-44.16
163.79,-41.58,-0.73,-0.4,-44.4,25.46,-177.7,-47.81,2.55,-47.55
163.87,-43.95,-0.02,-0.58,-46.8,22.15,-177.7,-51.62,2.55,-51.14
163.94,-42.78,-0.84,-0.43,-45.67,18.92,-177.77,-56.03,3.56,-54.76
164.02,-47.31,-0.33,-0.61,-50.32,15.35,-177.79,-59.39,3.95,-58.65
164.09,-46.49,-0.86,-0.32,-49.56,11.84,-177.86,-62.26,4.14,-62.38
164.17,-47.36,-1.85,-0.05,-50.42,8.27,-178.0,-62.3,4.58,-65.73
164.24,-46.27,-0.82,-0.47,-49.01,4.83,-178.06,-67.35,4.5,-69.13
164.32,-43.19,-0.34,-0.73,-45.77,1.61,-178.08,-70.11,5.36,-72.25
164.39,-43.99,-0.37,-0.45,-46.38,-1.66,-178.11,-75.36,7.71,-75.66
164.47,-45.61,-0.25,-0.49,-47.97,-5.1,-178.13,-78.27,9.1,-79.17
164.54,-41.72,0.52,-0.52,-43.99,-8.25,-178.09,-83.1,14.33,-82.56
164.62,-44.68,0.02,-0.48,-47.0,-11.62,-178.09,-86.27,26.77,-86.13
164.7,-46.05,0.0,-0.4,-48.38,-15.15,-178.09,-90.34,44.26,-89.89
164.77,-45.14,-0.75,-0.34,-47.52,-18.6,-178.14,-93.27,23.28,-93.49
164.85,-45.1,-0.38,-0.35,-47.46,-22.1,-178.17,-97.33,15.94,-97.2
164.93,-44.19,-1.01,-0.44,-46.56,-25.53,-178.25,-100.76,10.93,-100.81
165.01,-47.39,-1.48,-0.69,-49.76,-29.32,-178.37,-104.46,8.03,-104.74
165.09,-46.4,-0.35,-0.15,-48.74,-32.97,-178.4,-107.53,6.5,-108.45
165.16,-42.98,-0.76,-0.2,-45.23,-36.35,-178.46,-113.93,4.98,-112.24
165.24,-45.64,-0.34,0.0,-48.05,-39.94,-178.48,-114.71,4.54,-115.87
165.32,-44.36,-0.63,-0.25,-46.66,-43.38,-178.53,-118.32,5.42,-119.35
165.4,-47.18,-0.11,-0.14,-49.39,-47.1,-178.54,-120.6,3.4,-122.92
165.48,-47.89,-0.75,-0.21,-49.88,-50.87,-178.6,-126.33,3.38,-126.78
165.56,-43.66,-0.31,-0.05,-45.6,-54.3,-178.62,-129.84,3.46,-130.31
165.64,-46.49,-0.87,-0.25,-48.39,-57.96,-178.69,-132.82,2.98,-133.96
165.71,-46.0,-0.93,-0.47,-47.79,-61.58,-178.77,-134.81,2.46,-137.37
165.79,-45.62,-0.82,-0.3,-47.17,-65.17,-178.83,-141.53,2.48,-141.14
165.87,-43.66,-0.75,-0.08,-45.25,-68.61,-178.89,-143.7,2.63,-144.58
165.95,-43.01,-0.56,0.33,-44.51,-71.99,-178.93,-147.66,2.13,-148.03
166.03,-46.18,-0.04,0.55,-47.65,-75.58,-178.94,-149.64,2.24,-151.48
166.11,-45.56,-0.75,-0.85,-46.86,-79.12,-179.0,-151.23,1.96,-154.65
166.18,-45.13,-0.34,-0.14,-46.11,-82.67,-179.02,-155.33,2.24,-157.92
166.26,-44.2,-1.05,-0.85,-44.93,-86.15,-179.1,-160.86,2.11,-161.39
166.34,-43.76,-0.52,0.05,-44.45,-89.59,-179.15,-164.12,1.52,-164.79
166.42,-43.9,-0.56,0.74,-44.52,-93.0,-179.19,-168.01,2.11,-168.22
166.5,-44.71,-0.51,-0.05,-45.31,-96.48,-179.23,-170.4,2.07,-171.58
166.58,-45.13,-0.35,0.51,-45.62,-100.03,-179.26,-173.89,1.69,-175.02
166.66,-47.63,-0.6,0.26,-48.01,-103.78,-179.3,-176.94,1.46,-178.57
166.73,-44.31,-0.6,-0.67,-44.53,-107.27,-179.35,-178.67,1.62,-181.67
166.81,-45.21,-0.6,-0.15,-45.16,-110.88,-179.4,177.87,1.63,175.11
166.89,-42.92,-0.65,-0.15,-42.6,-114.21,-179.45,173.35,1.6,171.98
166.97,-45.88,-0.56,-0.17,-45.43,-117.78,-179.49,169.94,1.67,168.63
167.05,-47.34,-0.62,-0.37,-46.77,-121.46,-179.54,168.41,1.7,165.41
167.12,-41.63,-0.88,0.47,-40.78,-124.69,-179.61,163.67,1.66,162.41
167.2,-47.6,-0.65,0.04,-46.63,-128.34,-179.66,159.53,1.64,158.92
167.28,-45.35,-0.48,-0.33,-44.32,-131.82,-179.7,156.11,1.46,155.59
167.36,-48.76,-0.79,-0.15,-47.69,-135.61,-179.76,153.8,1.28,152.12
167.43,-47.49,-0.47,-0.31,-46.25,-139.3,-179.79,150.38,1.82,148.75
167.51,-45.44,-0.52,-0.22,-44.05,-142.83,-179.83,147.65,1.95,145.6
167.59,-47.28,-0.65,-0.18,-45.7,-146.5,-179.88,143.39,2.06,142.21
167.67,-45.85,-0.34,-0.6,-44.16,-150.06,-179.91,140.51,1.6,138.99
167.74,-44.71,-0.47,-0.22,-42.88,-153.54,-179.95,135.83,1.8,135.68
167.82,-44.23,-0.54,-0.47,-42.38,-156.97,-179.99,130.73,2.15,132.19
167.9,-43.24,-0.28,-0.16,-41.53,-160.33,128.94,128.77,2.24,128.94
167.98,-46.89,-1.38,0.24,-45.2,-163.93,128.83,125.06,2.21,125.42
168.05,-46.87,-0.85,-0.29,-45.21,-167.47,128.77,124.62,1.66,122.32
168.13,-47.3,-1.27,0.12,-45.42,-171.09,128.67,120.38,3.14,119.02
168.2,-47.37,-0.3,-0.18,-45.37,-174.67,128.65,118.97,3.99,115.99
168.28,-49.35,-0.23,-0.45,-47.07,-178.46,128.63,114.67,3.3,112.66
168.36,-47.73,-0.15,-0.5,-45.26,177.89,128.62,110.58,3.41,109.36
168.43,-45.83,-0.32,-0.19,-43.25,174.42,128.59,108.66,4.31,106.39
168.51,-49.01,-0.95,-0.13,-46.21,170.72,128.52,103.85,5.16,103.01
168.59,-46.24,-0.68,-0.23,-43.37,167.22,128.47,99.92,7.79,99.75
168.66,-44.2,-1.51,-0.08,-41.31,163.97,128.36,95.61,14.7,96.59
168.73,-43.5,-1.85,-0.22,-40.7,160.73,128.22,93.03,22.12,93.49
168.81,-44.37,-1.22,-0.22,-41.61,157.43,128.13,88.71,30.73,90.2
168.88,-42.48,-1.18,-0.35,-39.86,154.26,128.04,84.42,12.65,86.9
168.96,-45.24,-1.08,-0.25,-42.85,150.89,127.96,81.67,9.56,83.46
169.03,-46.15,-0.7,-0.44,-43.93,147.5,127.91,78.95,7.2,80.09
169.1,-45.34,-1.18,-0.22,-43.22,144.17,127.82,74.08,4.76,76.58
169.18,-45.48,-0.98,-0.29,-43.59,140.83,127.75,70.25,3.49,73.02
169.25,-45.08,-0.6,-0.44,-43.44,137.52,127.71,68.34,4.22,69.66
169.32,-45.48,-0.82,-0.67,-43.96,134.19,127.65,65.36,1.46,66.31
169.4,-45.31,0.23,0.02,-43.88,130.86,127.67,61.8,2.99,62.94
169.47,-44.78,-0.98,-0.53,-43.45,127.67,127.6,57.62,2.77,59.58
169.54,-48.05,-0.48,-0.37,-46.91,124.14,127.56,54.58,2.16,55.96
169.62,-46.88,-0.79,-0.28,-45.86,120.7,127.5,51.64,1.45,52.48
169.69,-50.14,-0.49,-0.49,-49.19,117.02,127.47,48.07,1.91,48.78
169.76,-47.24,-0.4,-0.58,-46.36,113.55,127.44,42.19,2.02,45.01
169.84,-43.08,-0.86,-0.6,-42.45,110.39,127.37,39.33,1.73,41.6
169.91,-46.21,-0.51,-0.64,-45.79,107.0,127.34,36.25,1.46,38.01
169.98,-46.53,-0.42,-0.47,-46.28,103.58,127.31,33.1,1.77,34.44
170.06,-43.63,-0.79,-0.87,-43.5,100.38,127.25,26.35,1.32,30.68
170.13,-46.18,-0.56,-0.34,-46.44,96.99,127.21,24.66,1.55,26.97
170.2,-47.29,-0.56,-0.56,-47.76,93.57,127.17,20.33,1.37,23.15
170.27,-49.85,-0.64,-0.31,-50.57,89.96,127.12,19.05,1.42,19.44
170.35,-45.32,-0.37,0.51,-46.08,86.69,127.09,16.26,1.61,16.12
170.42,-41.98,-0.64,-0.51,-42.73,83.69,127.05,12.9,1.78,13.06
170.49,-44.33,-0.76,-0.86,-45.09,80.49,126.99,6.78,1.43,9.45
170.56,-44.26,-0.47,-0.32,-45.26,77.39,126.96,4.33,1.61,6.06
170.63,-44.93,-0.67,-0.24,-46.09,74.23,126.91,1.05,1.58,2.62
170.7,-43.9,-0.37,-0.38,-45.2,71.16,126.89,-2.69,1.7,-0.79
170.77,-44.14,-0.67,-0.63,-45.61,67.97,126.84,-5.36,1.81,-4.23
170.85,-43.43,-0.53,-0.68,-45.0,64.83,126.8,-10.99,1.9,-7.88
170.92,-45.22,-0.67,-0.26,-47.08,61.52,126.75,-13.33,1.83,-11.56
170.99,-45.15,-0.71,-0.31,-47.16,58.16,126.7,-17.28,1.46,-15.32
171.07,-45.53,-0.52,-0.23,-47.73,54.77,126.66,-20.87,1.88,-19.1
171.14,-43.52,-0.5,-0.59,-45.87,51.53,126.62,-26.48,1.87,-22.97
171.22,-43.79,-0.42,-0.26,-46.46,48.27,126.59,-28.68,2.18,-26.69
171.29,-44.72,-0.77,0.1,-47.57,44.94,126.53,-30.32,2.04,-30.24
171.36,-45.64,-0.88,0.33,-48.5,41.59,126.47,-33.36,2.1,-33.75
171.44,-44.69,-0.98,0.11,-47.52,38.32,126.4,-39.06,2.75,-37.44
171.51,-47.38,-0.74,-0.18,-50.35,34.84,126.34,-43.17,2.69,-41.37
171.59,-45.81,-0.43,-0.54,-48.95,31.43,126.31,-45.67,2.99,-45.09
171.66,-48.09,-0.74,-0.63,-51.28,27.85,126.25,-48.69,2.8,-48.88
171.73,-45.85,-0.91,-0.21,-49.03,24.44,126.19,-51.44,2.8,-52.4
171.81,-42.08,-0.09,-0.57,-45.16,21.31,126.18,-55.89,4.03,-55.78
171.88,-45.26,-0.56,-0.34,-48.36,17.94,126.14,-59.25,2.94,-59.36
171.96,-45.58,-0.73,-0.3,-48.67,14.55,126.08,-62.81,4.04,-62.96
172.03,-42.16,0.47,-0.76,-45.23,11.41,126.12,-70.44,6.28,-66.81
172.11,-45.98,-0.69,-0.35,-49.38,8.04,126.07,-71.64,5.73,-70.57
172.18,-47.32,-0.97,-0.1,-50.82,4.57,126.0,-73.92,6.24,-74.25
172.25,-49.27,-1.37,-0.27,-52.75,0.96,125.9,-76.36,7.58,-77.92
172.33,-45.72,-1.08,-0.2,-49.05,-2.4,125.82,-82.28,12.5,-81.6
172.4,-46.39,-0.79,-0.2,-49.78,-5.9,125.76,-84.23,17.8,-85.23
172.48,-47.31,-0.98,-0.15,-50.61,-9.47,125.69,-87.82,33.3,-88.91
172.55,-46.63,-0.99,-0.21,-49.83,-12.99,125.61,-92.41,31.78,-92.64
172.63,-44.63,-0.21,-0.31,-47.8,-16.4,125.59,-94.49,23.0,-96.08
172.71,-45.69,-0.83,-0.41,-48.72,-19.9,125.53,-96.44,16.07,-99.42
172.78,-41.87,-0.1,-0.31,-44.63,-23.11,125.52,-100.92,10.45,-102.61
172.86,-48.36,0.24,-0.1,-50.96,-26.92,125.54,-104.58,7.58,-106.38
172.94,-46.18,-0.6,-0.06,-48.61,-30.46,125.5,-109.79,6.66,-110.07
173.02,-48.23,-0.78,-0.52,-50.63,-34.2,125.44,-110.3,6.79,-113.56
173.09,-45.02,-0.84,-0.31,-47.12,-37.7,125.37,-116.8,3.7,-117.17
173.17,-44.83,-0.56,-0.08,-46.9,-41.18,125.33,-119.8,3.61,-120.69
173.25,-47.76,-0.4,-0.14,-49.74,-44.89,125.3,-123.17,3.91,-124.39
173.33,-43.74,-0.35,-0.11,-45.61,-48.28,125.27,-126.29,3.71,-127.74
173.4,-45.98,-0.84,-0.11,-47.72,-51.86,125.2,-130.04,2.71,-131.28
173.48,-47.5,-0.63,-0.5,-49.12,-55.55,125.16,-132.31,2.34,-134.76
173.56,-44.37,-0.05,0.06,-45.76,-58.99,125.15,-135.26,2.46,-137.95
173.64,-46.33,-0.63,-0.45,-47.46,-62.54,125.1,-138.48,2.98,-141.21
173.71,-45.42,-1.21,-0.77,-46.3,-66.07,125.01,-141.59,2.62,-144.42
173.79,-46.97,-1.14,-1.02,-47.58,-69.71,124.92,-145.7,2.36,-147.83
173.87,-49.61,-0.91,-0.31,-50.02,-73.57,124.85,-151.03,1.57,-151.63
173.95,-47.18,0.07,0.57,-47.54,-77.23,124.86,-151.75,2.1,-154.9
174.02,-47.89,-0.37,-0.52,-47.96,-80.85,124.83,-155.71,1.69,-158.19
174.1,-44.94,-0.97,-0.95,-44.77,-84.34,124.75,-158.2,1.95,-161.25
174.18,-48.84,-0.83,-0.69,-48.39,-88.13,124.69,-161.86,1.91,-164.63
174.26,-46.36,-1.13,-0.92,-45.65,-91.73,124.6,-167.1,1.71,-168.05
174.33,-45.07,-0.93,-0.63,-44.27,-95.23,124.53,-170.24,1.87,-171.34
174.41,-47.78,-0.67,-0.6,-46.87,-98.94,124.48,-173.68,1.99,-174.82
174.49,-46.76,-0.66,-0.32,-45.75,-102.58,124.42,-178.16,1.5,-178.35
174.57,-47.38,-0.6,0.34,-46.35,-106.31,124.38,-179.86,1.18,-181.74
174.65,-48.53,-0.79,-0.22,-47.33,-110.08,124.32,175.66,1.69,174.71
174.72,-47.75,-0.49,-0.47,-46.45,-113.74,124.28,174.31,2.04,171.52
174.8,-51.52,-0.41,-0.56,-49.96,-117.69,124.25,171.0,1.94,168.09
174.88,-45.89,-0.73,-0.09,-44.06,-121.21,124.19,166.65,1.65,164.94
174.95,-48.85,-0.64,-1.09,-46.86,-124.95,124.14,165.15,1.4,161.81
175.03,-45.7,-0.4,-0.98,-43.4,-128.45,124.11,160.4,1.72,158.71
175.11,-45.01,-0.56,-0.24,-42.55,-131.9,124.07,157.29,1.76,155.67
175.18,-46.68,-1.01,0.08,-44.07,-135.48,123.99,152.07,1.53,152.26
175.26,-45.0,-0.46,-0.43,-42.4,-138.88,123.96,149.14,1.56,149.07
175.33,-44.15,-0.5,-0.32,-41.54,-142.27,123.92,146.78,1.12,145.99
175.41,-46.88,-0.53,-0.19,-44.2,-145.86,123.88,143.5,1.37,142.71
175.49,-45.64,-0.86,0.24,-42.89,-149.36,123.81,140.3,1.69,139.53
175.56,-44.83,-1.15,0.21,-42.01,-152.75,123.72,136.55,1.87,136.37
175.64,-45.26,-1.24,0.3,-42.42,-156.17,123.63,134.01,2.24,133.27
175.71,-45.08,-1.27,0.6,-42.18,-159.58,123.53,129.94,2.57,130.06
175.79,-46.86,-1.02,-0.05,-43.97,-163.12,123.46,128.31,3.25,126.92
175.87,-45.53,-0.02,-0.77,-42.5,-166.61,123.46,123.39,3.12,123.63
